HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Paris SG,Monaco,2,0,H,2,0,H,9,13,2,3,8,15,1,6,3,4,0,0
Bordeaux,Lille,2,3,A,2,1,H,12,12,3,3,10,7,5,6,1,3,0,0
Lorient,Paris SG,1,1,D,1,0,H,17,17,5,4,6,8,6,8,1,3,0,1
Lyon,Metz,1,1,D,0,0,D,18,6,6,2,12,19,13,2,2,3,0,0
Marseille,Reims,1,1,D,0,0,D,14,7,5,2,12,6,7,4,4,4,1,1
Monaco,Rennes,2,1,H,1,1,D,11,16,3,6,11,9,7,5,2,1,0,0
Montpellier,Angers,4,1,H,2,1,H,9,13,6,6,13,13,1,6,1,1,0,0
Nice,Lens,2,1,H,0,1,A,9,8,3,4,7,9,5,4,0,2,0,0
St Etienne,Nantes,0,1,A,0,0,D,13,8,6,3,13,12,5,4,1,1,0,0
Troyes,Brest,1,1,D,0,1,A,15,8,4,2,16,10,9,0,4,1,1,0
Bordeaux,Marseille,0,1,A,0,1,A,6,18,2,6,13,7,3,9,1,1,0,0
Lens,Rennes,1,0,H,0,0,D,11,5,4,0,5,6,12,1,1,1,0,0
Brest,Nice,0,3,A,0,1,A,26,9,10,4,5,11,14,3,0,3,0,1
Clermont,Reims,0,0,D,0,0,D,12,7,7,2,13,24,6,2,1,3,1,0
Metz,Strasbourg,0,2,A,0,0,D,7,19,1,7,11,6,4,3,1,1,0,0
Nantes,Monaco,0,0,D,0,0,D,8,9,4,1,17,12,5,2,1,2,0,0
Lyon,Paris SG,1,1,D,1,0,H,11,15,4,3,18,13,2,7,2,2,0,0
Nice,Nantes,2,1,H,1,1,D,13,11,5,3,8,17,3,5,2,1,0,0
St Etienne,Lens,1,2,A,1,0,H,13,14,4,4,9,13,6,6,1,1,0,0
Paris SG,Brest,2,0,H,1,0,H,20,6,9,3,10,8,9,6,5,3,0,0
Rennes,Bordeaux,6,0,H,2,0,H,19,5,11,1,9,9,9,1,1,5,0,1
Lorient,Angers,0,0,D,0,0,D,14,5,4,0,12,9,6,1,3,1,0,1
Monaco,Clermont,4,0,H,1,0,H,20,6,10,1,9,10,6,1,0,1,0,0
Reims,Metz,0,1,A,0,0,D,14,17,2,5,14,16,11,4,4,4,0,0
Strasbourg,Montpellier,3,1,H,0,1,A,19,9,8,5,18,9,7,3,2,2,0,1
Troyes,Lyon,0,1,A,0,1,A,6,19,2,8,9,12,4,7,2,1,0,0
Marseille,Lille,1,1,D,0,1,A,22,5,7,4,11,11,15,2,1,5,0,1
Clermont,Strasbourg,0,2,A,0,1,A,7,15,1,5,8,11,6,4,2,0,0,0
Lille,Lorient,3,1,H,3,0,H,13,18,5,5,8,11,4,2,0,0,0,0
Montpellier,Troyes,0,1,A,0,0,D,11,13,2,5,12,10,5,4,5,1,1,0
Lyon,St Etienne,1,0,H,1,0,H,11,4,4,1,15,17,2,2,1,4,0,0
Brest,Lille,2,0,H,1,0,H,9,17,3,5,7,10,5,10,2,3,0,0
Lens,Marseille,0,2,A,0,1,A,9,10,3,7,7,6,8,5,3,2,0,0
Metz,Nice,0,2,A,0,0,D,8,7,1,6,14,6,3,4,3,1,0,0
Angers,Troyes,2,1,H,2,1,H,10,11,3,6,16,21,3,3,1,3,0,0
Bordeaux,Strasbourg,4,3,H,3,1,H,13,18,6,6,11,11,1,3,5,2,0,0
Clermont,Rennes,2,1,H,0,1,A,12,13,4,4,9,17,4,6,2,3,0,0
Nantes,Lorient,4,2,H,1,0,H,12,15,8,6,12,10,7,6,3,0,0,0
Montpellier,Monaco,3,2,H,2,1,H,15,17,7,7,10,10,5,10,2,2,0,0
Paris SG,Reims,4,0,H,1,0,H,22,7,8,3,6,10,14,0,0,1,0,0
Angers,St Etienne,0,1,A,0,1,A,7,8,4,5,7,13,3,1,1,1,0,0
Lyon,Marseille,2,1,H,0,1,A,12,9,4,1,8,8,4,6,0,0,0,0
Marseille,Angers,5,2,H,2,2,D,18,4,8,2,13,13,6,2,0,3,0,0
St Etienne,Montpellier,3,1,H,0,1,A,27,3,8,2,11,4,11,0,1,0,0,0
Monaco,Lyon,2,0,H,2,0,H,10,19,6,5,17,14,3,4,1,2,0,0
Lorient,Lens,2,0,H,1,0,H,8,8,3,0,14,11,1,4,0,3,0,0
Nice,Clermont,0,1,A,0,0,D,7,14,3,5,10,9,5,3,1,1,0,0
Reims,Bordeaux,5,0,H,1,0,H,16,6,7,0,5,12,7,4,0,1,0,1
Strasbourg,Nantes,1,0,H,0,0,D,13,10,3,2,7,8,7,9,3,3,0,0
Troyes,Metz,0,0,D,0,0,D,9,6,2,0,8,14,6,7,1,2,0,0
Rennes,Brest,2,0,H,1,0,H,19,5,8,1,11,8,6,1,3,1,0,0
Lille,Paris SG,1,5,A,1,3,A,10,18,5,7,19,9,4,3,2,1,0,0
Paris SG,Rennes,1,0,H,0,0,D,12,13,1,1,13,10,5,3,2,1,0,0
Montpellier,Lille,0,1,A,0,0,D,16,16,5,7,13,15,6,4,3,4,0,0
Lyon,Nice,2,0,H,1,0,H,12,1,8,1,11,9,4,1,0,1,0,0
Monaco,Lorient,0,0,D,0,0,D,15,5,4,1,18,11,11,2,3,2,0,0
Angers,Strasbourg,0,1,A,0,1,A,9,8,2,2,20,11,5,3,3,1,0,0
Brest,Troyes,5,1,H,2,1,H,12,5,5,2,13,11,1,5,1,1,0,0
Clermont,St Etienne,1,2,A,1,0,H,9,6,3,3,16,10,6,3,4,1,0,0
Nantes,Reims,1,0,H,1,0,H,11,7,3,4,17,8,5,5,1,0,0,1
Lens,Bordeaux,3,2,H,3,1,H,9,10,7,4,9,7,6,2,3,2,0,0
Metz,Marseille,1,2,A,0,1,A,11,13,4,5,11,6,3,8,2,2,0,0
Lille,Metz,0,0,D,0,0,D,13,7,1,0,10,13,11,1,4,4,1,1
Lens,Lyon,1,1,D,1,1,D,12,10,6,2,8,10,4,4,0,2,0,0
Nantes,Paris SG,3,1,H,3,0,H,13,16,7,9,16,10,5,7,2,6,0,0
Nice,Angers,1,0,H,1,0,H,9,11,5,2,11,17,4,5,2,2,0,0
Lorient,Montpellier,0,1,A,0,0,D,16,6,3,5,15,9,8,5,2,2,0,0
Reims,Brest,1,1,D,1,1,D,8,15,2,4,10,17,1,6,1,2,0,0
Rennes,Troyes,4,1,H,2,1,H,17,4,8,1,11,16,6,7,1,4,0,0
St Etienne,Strasbourg,2,2,D,2,2,D,9,8,4,4,12,5,3,4,3,2,0,0
Bordeaux,Monaco,1,1,D,1,0,H,11,13,3,4,13,13,2,7,3,4,0,1
Marseille,Clermont,0,2,A,0,1,A,18,4,4,3,11,9,8,3,2,2,0,0
Montpellier,Rennes,2,4,A,2,2,D,12,11,5,9,11,11,7,1,3,2,0,0
Strasbourg,Nice,0,0,D,0,0,D,17,3,6,0,9,12,8,2,1,2,0,1
Paris SG,St Etienne,3,1,H,1,1,D,21,13,8,6,9,13,8,3,2,1,0,0
Monaco,Reims,1,2,A,0,0,D,18,12,5,7,15,12,10,3,3,2,1,0
Angers,Lens,1,2,A,0,0,D,13,8,4,2,13,16,7,3,4,3,1,0
Brest,Lorient,0,1,A,0,0,D,4,17,0,8,12,15,4,6,2,4,1,0
Clermont,Bordeaux,1,1,D,1,1,D,9,10,3,3,5,13,6,6,1,2,0,0
Metz,Nantes,0,0,D,0,0,D,8,12,0,3,14,15,3,4,1,2,1,0
Troyes,Marseille,1,1,D,0,1,A,9,8,3,3,15,8,4,8,5,3,0,0
Lyon,Lille,0,1,A,0,1,A,20,6,8,2,13,15,7,3,3,2,0,0
Lorient,Lyon,1,4,A,0,2,A,15,15,6,7,9,14,8,3,1,0,0,0
Lens,Brest,0,1,A,0,0,D,20,5,6,3,14,11,4,0,1,1,0,0
Nice,Paris SG,1,0,H,0,0,D,11,8,6,2,15,10,3,4,1,0,0,0
St Etienne,Metz,1,0,H,0,0,D,13,5,5,2,11,18,12,3,3,4,0,0
Bordeaux,Troyes,0,2,A,0,1,A,10,10,3,2,18,15,6,2,6,1,0,1
Nantes,Montpellier,2,0,H,0,0,D,16,6,5,1,11,11,6,4,1,1,0,0
Reims,Strasbourg,1,1,D,0,0,D,8,17,1,6,6,11,2,4,0,2,0,0
Rennes,Angers,2,0,H,1,0,H,15,7,4,2,11,7,7,7,1,1,0,0
Lille,Clermont,4,0,H,1,0,H,15,9,8,1,15,9,3,2,1,3,0,1
Marseille,Monaco,0,1,A,0,0,D,13,5,2,3,13,9,10,3,2,1,0,0
Lille,St Etienne,0,0,D,0,0,D,10,11,2,3,14,12,2,3,1,1,0,0
Montpellier,Nice,0,0,D,0,0,D,24,8,7,0,10,8,13,1,3,2,0,1
Troyes,Nantes,1,0,H,1,0,H,11,6,2,1,7,16,8,4,1,1,0,0
Paris SG,Bordeaux,3,0,H,1,0,H,12,15,5,5,4,9,2,4,1,2,0,0
Angers,Reims,0,1,A,0,1,A,20,10,7,3,19,8,4,2,6,3,1,1
Clermont,Lorient,0,2,A,0,0,D,10,9,1,6,14,14,2,2,1,2,0,0
Metz,Lens,0,0,D,0,0,D,6,11,3,0,11,14,5,4,5,2,0,0
Strasbourg,Monaco,1,0,H,1,0,H,11,5,3,0,10,13,6,7,1,2,0,0
Lyon,Rennes,2,4,A,0,3,A,11,10,2,7,8,12,8,2,2,3,0,0
Brest,Marseille,1,4,A,0,1,A,8,13,2,7,11,14,1,3,1,4,0,0
St Etienne,Troyes,1,1,D,0,1,A,10,8,3,4,13,9,1,4,2,2,0,0
Lens,Clermont,3,1,H,2,1,H,20,10,7,3,15,12,7,2,1,1,0,0
Nantes,Lille,0,1,A,0,1,A,11,12,3,4,19,15,7,7,3,4,0,1
Monaco,Paris SG,3,0,H,1,0,H,13,13,8,6,17,10,6,7,3,3,0,0
Angers,Brest,1,0,H,1,0,H,9,16,3,2,11,9,6,11,2,1,0,0
Bordeaux,Montpellier,0,2,A,0,2,A,32,7,10,2,18,7,11,4,3,0,0,2
Lorient,Strasbourg,0,0,D,0,0,D,9,13,2,4,11,18,6,5,2,2,0,0
Rennes,Metz,6,1,H,3,0,H,21,2,8,1,13,11,10,1,1,2,0,0
Reims,Lyon,0,0,D,0,0,D,5,10,2,2,12,13,7,3,0,3,0,0
Marseille,Nice,2,1,H,1,0,H,13,9,6,3,12,11,3,2,2,2,0,0
Nice,Rennes,1,1,D,0,0,D,10,13,3,4,12,12,7,11,2,1,0,0
Lille,Bordeaux,0,0,D,0,0,D,22,2,6,0,13,15,7,2,2,4,0,1
Strasbourg,Lens,1,0,H,0,0,D,13,13,3,2,8,10,2,6,3,1,0,0
Clermont,Nantes,2,3,A,0,1,A,12,9,4,4,10,10,5,6,5,1,1,0
Metz,Monaco,1,2,A,0,0,D,17,14,4,4,6,9,3,6,0,0,0,0
Montpellier,Brest,1,2,A,0,0,D,9,12,3,6,16,14,7,5,2,4,0,0
St Etienne,Marseille,2,4,A,1,1,D,5,15,2,9,14,12,2,9,2,1,0,0
Troyes,Reims,1,0,H,0,0,D,19,10,5,4,15,11,6,3,1,4,0,1
Lyon,Angers,3,2,H,1,0,H,15,7,5,4,4,13,9,2,1,1,0,0
Paris SG,Lorient,5,1,H,2,0,H,15,11,7,4,7,14,3,1,2,1,0,0
Lorient,St Etienne,6,2,H,2,2,D,18,13,12,4,18,18,2,3,2,5,0,1
Reims,Rennes,2,3,A,0,2,A,15,14,7,8,15,7,2,6,2,0,0,0
Clermont,Paris SG,1,6,A,1,2,A,10,17,4,10,8,7,2,5,1,1,0,0
Bordeaux,Metz,3,1,H,0,1,A,12,9,7,2,15,15,5,6,3,2,0,0
Angers,Lille,1,1,D,0,0,D,13,17,3,3,10,12,6,7,3,2,0,0
Brest,Nantes,1,1,D,0,1,A,12,12,6,5,10,13,4,5,1,3,0,0
Monaco,Troyes,2,1,H,1,1,D,11,8,3,1,12,9,10,1,2,2,0,0
Lens,Nice,3,0,H,0,0,D,6,16,3,6,8,15,1,7,2,4,1,2
Strasbourg,Lyon,1,1,D,1,0,H,15,13,4,3,19,14,5,3,3,1,0,0
Marseille,Montpellier,2,0,H,2,0,H,11,6,5,2,12,13,0,8,0,2,0,1
Rennes,Monaco,2,3,A,1,1,D,13,12,4,4,7,15,6,0,1,3,0,0
St Etienne,Brest,2,1,H,2,1,H,11,7,4,3,10,10,7,3,0,2,0,0
Lille,Lens,1,2,A,1,2,A,17,11,5,7,12,9,13,7,3,2,0,0
Nice,Lorient,2,1,H,0,0,D,15,6,2,1,10,12,5,1,2,1,0,0
Metz,Clermont,1,1,D,1,1,D,4,26,2,4,15,11,0,9,1,1,1,0
Montpellier,Reims,0,0,D,0,0,D,14,15,3,9,9,12,9,6,0,3,0,0
Nantes,Angers,1,1,D,0,1,A,24,10,7,3,12,10,14,5,4,1,0,0
Troyes,Strasbourg,1,1,D,0,0,D,11,12,3,4,12,19,5,9,1,2,0,0
Lyon,Bordeaux,6,1,H,3,0,H,15,17,9,5,8,13,3,5,0,0,0,0
Paris SG,Marseille,2,1,H,2,1,H,7,3,3,1,16,12,3,4,6,1,0,0
Bordeaux,St Etienne,2,2,D,2,1,H,11,9,7,2,17,18,5,4,5,6,0,0
Lorient,Metz,1,0,H,0,0,D,15,20,5,5,13,17,10,12,2,2,0,0
Monaco,Nice,1,0,H,1,0,H,17,15,7,2,19,11,7,10,5,2,0,0
Reims,Lille,2,1,H,1,0,H,10,20,4,5,13,8,5,2,1,1,0,0
Troyes,Clermont,0,1,A,0,0,D,16,3,3,1,11,15,5,2,3,6,1,1
Angers,Paris SG,0,3,A,0,2,A,8,15,1,8,5,10,3,7,1,2,0,1
Brest,Lyon,2,1,H,1,0,H,9,18,3,5,15,12,2,2,2,2,0,0
Lens,Montpellier,2,0,H,1,0,H,12,9,5,4,11,10,5,3,1,0,0,0
Marseille,Nantes,3,2,H,1,2,A,19,4,5,3,10,15,7,3,2,5,0,1
Strasbourg,Rennes,2,1,H,1,0,H,13,10,5,3,16,11,2,7,1,2,0,0
Lyon,Montpellier,5,2,H,2,2,D,27,11,13,7,13,10,8,2,2,2,0,0
St Etienne,Monaco,1,4,A,1,2,A,8,12,4,6,11,19,1,1,2,3,0,0
Paris SG,Lens,1,1,D,0,0,D,18,8,7,3,17,12,4,3,4,2,0,1
Rennes,Lorient,5,0,H,2,0,H,10,12,7,2,10,10,2,4,1,0,1,0
Clermont,Angers,2,2,D,0,2,A,12,9,6,5,10,21,4,4,0,6,0,1
Metz,Brest,0,1,A,0,1,A,10,16,0,3,16,17,4,7,4,0,2,0
Nantes,Bordeaux,5,3,H,0,2,A,15,20,6,7,12,15,6,4,1,1,0,0
Nice,Troyes,1,0,H,0,0,D,18,9,3,3,18,11,7,3,0,1,0,0
Lille,Strasbourg,1,0,H,0,0,D,11,11,3,3,18,18,4,6,2,3,0,0
Reims,Marseille,0,1,A,0,0,D,10,14,3,3,14,7,3,4,1,1,0,0
Strasbourg,Paris SG,3,3,D,1,1,D,14,14,2,6,15,6,2,5,3,3,0,0
Lens,Nantes,2,2,D,0,2,A,20,13,5,5,7,11,6,5,0,5,1,0
Rennes,St Etienne,2,0,H,1,0,H,13,8,3,3,11,15,4,3,1,4,0,0
Troyes,Lille,3,0,H,1,0,H,9,10,5,1,9,13,1,4,0,4,0,2
Brest,Clermont,2,0,H,0,0,D,8,16,4,7,7,16,5,13,2,2,1,0
Lorient,Reims,1,2,A,1,1,D,20,12,8,2,15,13,7,3,2,1,0,0
Monaco,Angers,2,0,H,1,0,H,15,11,7,5,14,12,8,5,2,2,0,0
Montpellier,Metz,2,2,D,0,1,A,18,17,6,5,9,15,8,1,2,3,0,0
Bordeaux,Nice,0,1,A,0,0,D,5,14,1,3,10,12,2,5,1,2,0,0
Marseille,Lyon,0,3,A,0,0,D,9,12,2,5,5,13,3,6,2,1,0,0
Lille,Monaco,1,2,A,0,1,A,15,9,5,3,10,8,3,5,4,1,0,0
Brest,Strasbourg,0,1,A,0,0,D,7,14,2,5,5,15,5,5,1,2,0,0
Metz,Lyon,3,2,H,2,1,H,15,17,8,5,19,8,3,7,3,2,0,1
Angers,Bordeaux,4,1,H,2,0,H,13,7,8,3,14,18,6,3,1,5,0,0
Clermont,Montpellier,2,1,H,1,1,D,12,10,4,2,10,15,5,3,2,4,0,0
Reims,Lens,1,2,A,1,0,H,7,21,2,5,12,9,3,10,1,2,0,0
Lorient,Marseille,0,3,A,0,1,A,7,9,0,6,22,10,4,8,1,1,0,0
Paris SG,Troyes,2,2,D,2,1,H,17,9,7,3,10,19,7,4,1,2,0,0
Nice,St Etienne,4,2,H,0,2,A,14,12,7,6,10,13,2,2,2,3,0,0
Nantes,Rennes,2,1,H,1,1,D,9,17,3,5,13,9,5,5,2,1,0,0
Bordeaux,Lorient,0,0,D,0,0,D,14,13,1,2,10,11,3,1,4,4,1,0
Lyon,Nantes,3,2,H,1,0,H,17,17,6,6,12,10,5,6,1,0,0,0
Metz,Angers,1,0,H,0,0,D,7,11,2,4,18,17,1,4,3,1,0,0
Monaco,Brest,4,2,H,1,2,A,25,10,9,5,10,12,10,5,2,1,0,0
Montpellier,Paris SG,0,4,A,0,3,A,10,15,3,9,9,7,0,2,2,4,0,0
Nice,Lille,1,3,A,1,0,H,16,9,6,5,11,9,10,3,2,3,0,0
Rennes,Marseille,2,0,H,2,0,H,12,8,4,0,14,8,6,1,1,2,0,0
St Etienne,Reims,1,2,A,1,1,D,16,17,7,7,8,9,3,2,1,0,0,0
Strasbourg,Clermont,1,0,H,1,0,H,11,11,6,3,13,9,3,2,1,2,0,0
Troyes,Lens,1,3,A,1,2,A,6,15,2,9,9,9,5,7,1,2,0,0
Angers,Montpellier,2,0,H,1,0,H,19,14,3,1,17,12,4,3,1,4,0,0
Brest,Bordeaux,2,4,A,2,2,D,11,15,7,7,10,12,10,1,1,0,0,0
Clermont,Lyon,1,2,A,0,1,A,18,21,3,5,10,15,10,4,2,2,0,0
Lens,Monaco,2,2,D,1,1,D,28,12,10,5,5,7,10,8,2,3,0,0
Lille,Rennes,2,2,D,1,1,D,13,13,4,3,12,0,7,4,2,2,0,0
Lorient,Troyes,1,1,D,0,1,A,17,8,6,3,18,10,6,4,2,2,0,1
Marseille,Strasbourg,4,0,H,1,0,H,17,10,11,4,11,16,7,3,2,1,0,0
Nantes,St Etienne,1,1,D,1,0,H,12,13,5,3,8,9,5,5,2,0,0,0
Paris SG,Metz,5,0,H,3,0,H,27,4,12,1,7,12,4,2,1,2,0,1
Reims,Nice,2,3,A,2,0,H,5,17,4,6,8,14,2,7,0,2,0,0
Bordeaux,Nantes,0,0,D,0,0,D,5,6,1,1,10,15,2,3,2,3,1,0
Dijon,Angers,0,1,A,0,1,A,9,12,1,4,15,8,3,9,0,0,0,0
Lille,Rennes,1,1,D,1,0,H,5,16,1,3,12,16,4,2,0,1,1,1
Monaco,Reims,2,2,D,1,2,A,22,9,5,3,8,14,8,1,1,3,0,0
Lorient,Strasbourg,3,1,H,0,1,A,10,7,7,1,17,10,6,1,3,2,0,0
Nimes,Brest,4,0,H,2,0,H,12,10,5,3,14,17,4,4,2,3,0,1
Nice,Lens,2,1,H,1,1,D,4,17,2,4,17,18,1,7,2,3,0,0
Lyon,Dijon,4,1,H,3,1,H,27,6,12,2,12,7,13,2,3,3,0,0
Rennes,Montpellier,2,1,H,1,0,H,16,11,7,3,18,16,2,1,3,2,1,1
Strasbourg,Nice,0,2,A,0,1,A,6,3,0,2,14,11,3,1,2,6,0,0
Reims,Lille,0,1,A,0,1,A,4,10,0,3,20,11,1,2,4,1,0,0
Angers,Bordeaux,0,2,A,0,2,A,12,7,2,7,12,19,5,7,1,3,0,0
Metz,Monaco,0,1,A,0,1,A,14,3,4,2,14,20,10,1,0,5,0,1
Nantes,Nimes,2,1,H,2,0,H,8,17,5,9,16,9,4,8,3,2,2,0
St Etienne,Lorient,2,0,H,1,0,H,13,6,5,1,14,23,2,5,2,1,0,0
Brest,Marseille,2,3,A,1,2,A,19,7,4,4,17,13,10,2,2,4,0,0
Lens,Paris SG,1,0,H,0,0,D,7,8,3,1,21,10,4,2,2,2,0,0
Bordeaux,Lyon,0,0,D,0,0,D,5,20,0,3,12,19,4,5,2,3,0,0
Montpellier,Nice,3,1,H,1,0,H,20,9,13,1,17,16,8,9,0,2,0,0
St Etienne,Strasbourg,2,0,H,0,0,D,10,14,4,7,13,19,6,3,1,3,0,0
Lille,Metz,1,0,H,0,0,D,16,5,6,1,12,14,8,3,4,4,0,0
Angers,Reims,1,0,H,0,0,D,20,7,7,2,12,12,1,2,4,2,1,1
Dijon,Brest,0,2,A,0,1,A,7,19,3,5,16,16,5,7,2,0,1,0
Lorient,Lens,2,3,A,1,2,A,6,12,3,6,20,16,4,2,4,3,0,1
Nimes,Rennes,2,4,A,1,2,A,17,10,9,6,17,13,8,4,2,6,0,0
Monaco,Nantes,2,1,H,1,0,H,18,7,5,2,14,11,9,4,3,1,0,0
Paris SG,Marseille,0,1,A,0,1,A,14,5,4,2,17,19,4,2,6,8,3,2
Montpellier,Lyon,2,1,H,1,0,H,10,19,3,7,13,13,4,11,3,2,1,1
Paris SG,Metz,1,0,H,0,0,D,20,7,8,1,8,6,8,2,3,2,1,0
Marseille,St Etienne,0,2,A,0,1,A,13,12,2,5,13,15,7,6,2,2,0,0
Lyon,Nimes,0,0,D,0,0,D,16,10,3,3,18,12,9,2,3,2,0,0
Lens,Bordeaux,2,1,H,0,0,D,19,7,5,3,15,15,7,0,5,5,0,1
Rennes,Monaco,2,1,H,0,1,A,14,14,3,2,11,11,9,10,1,2,0,0
Nice,Paris SG,0,3,A,0,2,A,14,14,5,6,9,9,4,7,1,2,0,0
Brest,Lorient,3,2,H,2,1,H,14,9,6,4,20,13,4,6,2,1,0,0
Metz,Reims,2,1,H,1,1,D,14,10,4,4,14,7,8,5,1,4,0,1
Montpellier,Angers,4,1,H,2,1,H,14,14,9,3,14,5,6,3,4,3,0,0
Strasbourg,Dijon,1,0,H,0,0,D,17,6,6,2,10,16,8,2,1,1,0,0
Nantes,St Etienne,2,2,D,0,1,A,15,6,3,4,12,17,4,2,2,2,0,0
Marseille,Lille,1,1,D,0,0,D,11,14,2,7,12,18,5,4,3,3,0,0
Lille,Nantes,2,0,H,1,0,H,12,12,4,6,16,12,4,7,0,2,0,0
St Etienne,Rennes,0,3,A,0,1,A,6,10,4,6,11,12,6,4,1,1,0,0
Marseille,Metz,1,1,D,0,0,D,17,14,3,3,15,11,5,5,0,2,0,0
Bordeaux,Nice,0,0,D,0,0,D,18,13,5,2,9,15,7,7,1,1,0,0
Angers,Brest,3,2,H,1,2,A,12,14,5,6,17,21,6,1,3,2,0,0
Dijon,Montpellier,2,2,D,1,0,H,15,14,6,5,15,11,6,13,4,1,0,0
Monaco,Strasbourg,3,2,H,2,0,H,11,11,5,5,11,12,6,2,3,1,2,0
Nimes,Lens,1,1,D,0,1,A,13,15,4,6,10,16,5,7,0,3,0,0
Lorient,Lyon,1,1,D,0,0,D,4,19,2,6,19,7,1,5,2,0,0,0
Reims,Paris SG,0,2,A,0,1,A,8,21,3,7,11,10,3,7,2,2,0,0
Paris SG,Angers,6,1,H,2,0,H,18,8,12,2,11,9,6,2,1,2,0,0
Lens,St Etienne,2,0,H,1,0,H,13,2,5,1,23,10,12,0,1,1,0,2
Nice,Nantes,2,1,H,1,1,D,18,11,7,1,13,8,9,2,2,1,0,1
Montpellier,Nimes,0,1,A,0,0,D,12,8,2,1,14,15,8,2,2,1,0,0
Bordeaux,Dijon,3,0,H,2,0,H,17,5,7,1,15,14,5,4,2,3,0,0
Brest,Monaco,1,0,H,1,0,H,7,21,5,2,10,17,1,8,3,4,0,0
Metz,Lorient,3,1,H,1,1,D,16,10,8,4,10,14,4,3,1,2,0,0
Strasbourg,Lille,0,3,A,0,1,A,14,12,3,6,11,10,11,1,1,1,0,0
Rennes,Reims,2,2,D,2,1,H,18,9,3,4,12,16,10,2,4,3,0,0
Lyon,Marseille,1,1,D,1,1,D,24,4,3,1,14,10,19,5,1,1,0,1
Dijon,Rennes,1,1,D,0,1,A,12,12,4,3,22,13,3,5,4,2,0,0
Nimes,Paris SG,0,4,A,0,1,A,5,30,2,11,10,12,1,9,1,2,1,0
Reims,Lorient,1,3,A,1,0,H,6,14,3,4,14,11,3,6,4,1,2,0
Marseille,Bordeaux,3,1,H,1,0,H,6,8,4,4,13,13,6,10,3,1,0,0
Strasbourg,Lyon,2,3,A,1,3,A,20,14,9,8,13,8,4,2,2,3,0,0
Angers,Metz,1,1,D,1,1,D,7,7,2,3,18,13,2,5,4,2,0,0
Monaco,Montpellier,1,1,D,0,0,D,21,3,7,2,13,13,10,2,2,1,0,1
Nantes,Brest,3,1,H,2,0,H,12,14,8,5,15,15,2,6,3,2,0,0
St Etienne,Nice,1,3,A,0,2,A,11,11,4,5,15,10,7,3,2,5,0,0
Lille,Lens,4,0,H,1,0,H,17,7,6,2,13,16,7,2,0,3,0,2
Rennes,Angers,1,2,A,1,1,D,11,10,1,4,11,5,5,4,2,0,0,0
Lorient,Marseille,0,1,A,0,0,D,13,15,3,3,10,12,6,4,3,3,0,0
Paris SG,Dijon,4,0,H,2,0,H,20,16,9,3,12,18,4,10,0,2,0,0
Bordeaux,Nimes,2,0,H,0,0,D,20,8,6,4,9,16,7,4,3,3,0,0
Brest,Strasbourg,0,3,A,0,2,A,14,7,4,5,8,11,12,2,1,3,0,0
Metz,St Etienne,2,0,H,1,0,H,6,10,3,0,11,18,5,3,3,3,0,0
Montpellier,Reims,0,4,A,0,3,A,5,24,1,9,7,11,3,8,1,0,2,0
Nice,Lille,1,1,D,0,0,D,8,12,3,4,13,18,5,3,1,6,0,0
Lyon,Monaco,4,1,H,4,0,H,15,18,6,5,12,15,2,12,3,4,1,0
Rennes,Brest,2,1,H,0,0,D,24,9,8,4,2,12,8,1,1,3,0,0
Nantes,Paris SG,0,3,A,0,0,D,6,13,1,4,13,13,2,4,2,1,0,0
St Etienne,Montpellier,0,1,A,0,1,A,8,10,0,2,16,17,8,2,3,3,0,0
Angers,Nice,0,3,A,0,2,A,11,12,5,5,18,12,9,5,5,2,0,0
Dijon,Lorient,0,0,D,0,0,D,11,9,2,1,18,13,9,7,2,1,0,0
Nimes,Metz,0,1,A,0,1,A,16,8,2,5,13,15,10,1,3,2,0,1
Reims,Strasbourg,2,1,H,2,1,H,12,9,4,3,13,13,5,3,0,2,0,0
Monaco,Bordeaux,4,0,H,3,0,H,17,5,6,0,10,12,10,4,2,2,0,0
Lille,Lyon,1,1,D,1,1,D,15,8,6,1,14,10,9,4,3,3,0,1
Strasbourg,Marseille,0,1,A,0,0,D,9,1,2,1,13,17,2,2,0,4,0,0
Bordeaux,Montpellier,0,2,A,0,0,D,9,9,1,3,14,10,3,5,2,1,0,0
Paris SG,Rennes,3,0,H,2,0,H,9,16,6,3,19,15,2,7,3,0,0,0
Brest,Lille,3,2,H,3,1,H,12,22,8,7,13,15,3,11,4,3,0,0
Lens,Reims,4,4,D,1,0,H,14,8,5,6,12,7,9,1,3,1,0,0
Lorient,Nantes,0,2,A,0,0,D,18,16,4,4,17,9,5,5,3,1,0,0
Metz,Dijon,1,1,D,1,1,D,14,14,4,6,16,11,5,6,2,1,0,0
Nimes,Angers,1,5,A,0,2,A,11,15,4,8,12,15,6,2,2,5,0,0
Nice,Monaco,1,2,A,0,1,A,8,15,4,8,8,16,1,4,2,2,0,0
Lyon,St Etienne,2,1,H,0,1,A,18,16,6,4,19,19,3,5,5,3,0,0
Rennes,Bordeaux,0,1,A,0,1,A,14,6,2,3,18,19,7,3,2,2,0,0
Monaco,Paris SG,3,2,H,0,2,A,15,9,5,4,12,19,2,1,2,3,0,1
